--------------------------------------------------------------------------------------------------
Simulador de contagios. 1.4.3.3
31/03/2020 18:02:30
--------------------------------------------------------------------------------------------------
Prefijo SR40_CRa
Potencia para fin de infección             3,00

Probabilidad base de contagio              2,00 %
Probabilidad contagio cluster              4,00 %
Probabilidad base de REcontagio            0,00 %
Días mínimos de inmunidad                     5
Días de carencia para contagiar               3
Días de incubación                            7
Probabilidad de enfermar                 100,00 %
Factor probab. contagio enfermo           25,00 %
Probabilidad de hospitalización           10,00 %
Factor prob. contagio hospitalizad         0,00 %
Densidad crítica de vecinos infect         0,00 %
Probabilidad contagio ambiental            0,00 %

Número de individuos                     20.000
Radio                                     1.704
Número de focos iniciales                     4
Número de inmunes iniciales                   0
Número de focos a importar                    0 cada 0 días, del grupo adulto
Radio de contacto                             1
Longitud media 10 pasos                       4
Tabla de vecinos                   Si          

Número clusters objetivo                     20
Número clusters generados                    18 con        1.510 Individuos
Factor individuos por cluster              1,00

                        - Edad- % Factor B    Días         %      Num.Pasos      %             %      Individuos
Grupo            Género Min Max   Contagio  Duración    Curación   Min   Max Individuos     clusters    cluster 
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------
nene                  2   0   4        8,0       30,0      100,0    50    60       4,00          4,0           40
menor                 2   5  19        3,0       30,0      100,0    45    60      15,00         15,0           60
adulto                2  20  64      100,0       30,0       99,5    40    60      62,00         62,0          100
jubilado              2  65  69      413,0       30,0       97,4    30    60       5,00          5,0           50
mayor                 2  70 150      283,0       30,0       85,4    10    60      14,00         14,0           40
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------

Valores al final del día
                                                                       Recorrido  Contactos Media días            ------ Afectados ---- ----------  Clusters -----------
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos     Ida     críticos  infectados         R0   Cercania   Clusters Infectados    Curados    Muertos   Enfermos Hospitaliz  Ambiental
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1      18267       1660          0         70          0          3      29,32       0,90       18,0       1,55         22         29         29          0          0        968         91          0
  2      18218       1689          0         90          0          3      29,29       1,02       18,4       1,72         41         59         59          0          0       1099        106          0
  3      18190       1699          0        107          0          4      29,25       1,03       18,6       1,77         58         70         70          0          0       1253        120          0
  4      18136       1720          0        140          0          4      29,23       1,05       19,2       1,81         73        109        109          0          0       1349        128          0
  5      18073       1751          0        172          0          4      29,23       1,06       19,4       1,61         88        157        157          0          0       1422        138          0
  6      18002       1790          0        204          0          4      29,21       1,04       19,7       1,54         99        217        217          0          0       1474        149          0
  7      17928       1830          0        238          0          4      29,18       1,04       20,0       1,56        110        280        280          0          0       1491        154          0
  8      17845       1880          0        271          0          4      29,17       1,03       20,4       1,58        128        345        344          1          0       1507        152          0
  9      17800       1889          0        306          0          5      29,19       1,04       20,3       1,45        135        383        381          1          1       1499        153          0
 10      17763       1881          0        351          0          5      29,20       1,04       20,5       1,54        149        406        404          1          1       1508        152          0
 11      17734       1867          0        394          0          5      29,21       1,05       20,8       1,60        165        419        417          1          1       1528        153          0
 12      17712       1838          0        445          0          5      29,20       1,06       20,9       1,60        183        423        419          3          1       1548        157          0
 13      17687       1808          0        497          0          8      29,21       1,06       21,3       1,56        203        428        424          3          1       1567        156          0
 14      17641       1787          0        562          0         10      29,22       1,06       21,6       1,53        216        461        455          5          1       1583        153          0
 15      17600       1768          0        621          0         11      29,22       1,07       21,9       1,49        227        491        483          7          1       1568        154          0
 16      17563       1738          0        685          0         14      29,22       1,07       22,1       1,47        238        517        508          8          1       1538        151          0
 17      17514       1702          0        768          0         16      29,22       1,07       22,4       1,45        253        551        539         11          1       1482        143          0
 18      17477       1663          0        840          0         20      29,22       1,08       22,6       1,40        262        579        562         15          2       1428        142          0
 19      17454       1602          0        921          0         23      29,22       1,08       22,9       1,38        270        594        573         19          2       1370        134          0
 20      17431       1545          0        998          0         26      29,23       1,09       23,1       1,34        280        607        582         23          2       1335        128          0
 21      17411       1474          0       1086          0         29      29,22       1,09       23,3       1,33        295        612        582         28          2       1285        132          0
 22      17398       1417          0       1151          0         34      29,22       1,09       23,4       1,33        306        614        577         33          4       1252        129          0
 23      17375       1359          0       1230          0         36      29,22       1,10       23,6       1,33        311        632        582         46          4       1220        124          0
 24      17356       1294          0       1313          0         37      29,22       1,10       23,8       1,34        318        644        582         57          5       1173        118          0
 25      17335       1230          0       1396          0         39      29,22       1,10       24,0       1,30        324        659        583         71          5       1111        111          0
 26      17302       1167          0       1491          0         40      29,22       1,10       24,2       1,28        329        687        595         87          5       1039        104          0
 27      17282       1082          0       1595          0         41      29,22       1,10       24,5       1,24        337        699        593        101          5        954         98          0
 28      17266       1011          0       1679          0         44      29,22       1,10       24,7       1,20        346        706        586        114          6        880         89          0
 29      17260        930          0       1766          0         44      29,21       1,10       24,9       1,17        352        706        570        130          6        815         82          0
