--------------------------------------------------------------------------------------------------
Simulador de contagios. 1.2.2.11
26/03/2020 01:02:50

Prefijo N20km2D50m2
Potencia para fin de infección  %          3,00
Probabilidad base de contagio   %          1,00
Probabilidad contagio cluster   %          8,00
Probabilidad base de REcontagio %          0,00
Días mínimos de inmunidad                     5
Días de latencia para contagiar               2
Número de individuos                     20.000
Radio                                     1.704
Número de focos iniciales                     4
Número de inmunes iniciales                   0
Número de focos a importar                    0 cada 0 días, del grupo adulto
Radio de contacto                             1
Longitud media 10 pasos                       4
Tabla de vecinos                   Si          

Número clusters objetivo                     20
Número clusters generados                    18
Factor individuos por cluster              1,00
Cluster GID Grupo                Individuos
------- --- -------------------- ----------
      1   1 menor                        60
      2   1 menor                        60
      3   1 menor                        60
      4   2 adulto                      100
      5   2 adulto                      100
      6   2 adulto                      100
      7   2 adulto                      100
      8   2 adulto                      100
      9   2 adulto                      100
     10   2 adulto                      100
     11   2 adulto                      100
     12   2 adulto                      100
     13   2 adulto                      100
     14   2 adulto                      100
     15   2 adulto                      100
     16   3 jubilado                     50
     17   4 mayor                        40
     18   4 mayor                        40
------- --- -------------------- ----------
                                      1.510

                        - Edad- % Factor B    Días         %      Num.Pasos      %             %      Individuos
Grupo            Género Min Max   Contagio  Duración    Curación   Min   Max Individuos     clusters    cluster 
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------
nene                  2   0   4      100,0       30,0      100,0    50    60       4,00          4,0           40
menor                 2   5  19      200,0       30,0       99,0    45    60      15,00         15,0           60
adulto                2  20  64      500,0       30,0       98,0    40    60      62,00         62,0          100
jubilado              2  65  69     1500,0       30,0       96,0    30    60       5,00          5,0           50
mayor                 2  70 150     2000,0       30,0       85,0    10    60      14,00         14,0           40
---------------- ------ --- --- ---------- ---------- ---------- ----- ----- ---------- ------------ ------------

Valores al final del día
                                                                       Recorrido  Contactos Media días            ----------- Cluster ------------
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos     Ida     críticos  infectados         R0 Infectados    Curados    Muertos
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1       5938       9501          0       4365          0        196      29,27       0,27        0,9       1,68          0          0          0
  2       5842       9362          0       4589          0        207      29,29       0,28        1,8       1,65          0          0          0
  3       5726       9223          0       4833          0        218      29,34       0,28        2,9       1,64          0          0          0
  4       5633       9051          0       5091          0        225      29,34       0,27        3,9       1,62          0          0          0
  5       5552       8832          0       5375          0        241      29,36       0,26        4,9       1,61          0          0          0
  6       5471       8523          0       5746          0        260      29,37       0,26        6,2       1,54          0          0          0
  7       5406       8107          0       6210          0        277      29,37       0,26        7,7       1,49          0          0          0
  8       5326       7717          0       6646          0        311      29,38       0,26        9,0       1,50          0          0          0
  9       5257       7344          0       7065          0        334      29,35       0,26       10,0       1,45          0          0          0
 10       5197       6954          0       7490          0        359      29,35       0,26       11,0       1,42          0          0          0
 11       5137       6604          0       7870          0        389      29,37       0,26       11,7       1,36          0          0          0
 12       5083       6230          0       8271          0        416      29,37       0,26       12,5       1,30          0          0          0
 13       5032       5848          0       8679          0        441      29,38       0,26       13,1       1,26          0          0          0
 14       4982       5495          0       9056          0        467      29,40       0,25       13,7       1,24          0          0          0
 15       4939       5147          0       9434          0        480      29,42       0,25       14,3       1,21          0          0          0
 16       4890       4810          0       9805          0        495      29,44       0,25       14,8       1,18          0          0          0
 17       4854       4434          0      10199          0        513      29,46       0,25       15,2       1,17          0          0          0
 18       4820       4085          0      10566          0        529      29,48       0,25       15,7       1,15          0          0          0
 19       4799       3735          0      10921          0        545      29,50       0,25       16,0       1,13          0          0          0
 20       4767       3417          0      11254          0        562      29,51       0,25       16,4       1,12          0          0          0
 21       4743       3120          0      11566          0        571      29,53       0,25       16,7       1,12          0          0          0
 22       4712       2860          0      11844          0        584      29,55       0,25       17,0       1,11          0          0          0
 23       4687       2605          0      12105          0        603      29,57       0,25       17,2       1,10          0          0          0
 24       4667       2349          0      12365          0        619      29,58       0,25       17,4       1,08          0          0          0
 25       4655       2093          0      12625          0        627      29,60       0,25       17,7       1,06          0          0          0
 26       4640       1860          0      12866          0        634      29,61       0,25       17,9       1,06          0          0          0
 27       4624       1659          0      13072          0        645      29,63       0,25       18,0       1,05          0          0          0
 28       4606       1485          0      13258          0        651      29,65       0,25       18,2       1,04          0          0          0
 29       4588       1336          0      13416          0        660      29,66       0,25       18,3       1,03          0          0          0
 30       4572       1178          0      13584          0        666      29,68       0,25       18,5       1,02          0          0          0
 31       4561       1032          0      13736          0        671      29,70       0,25       18,6       1,02          0          0          0
 32       4551        967          0      13807          0        675      29,71       0,25       18,6       1,01          0          0          0
 33       4544        901          0      13877          0        678      29,73       0,25       18,7       1,01          0          0          0
 34       4541        810          0      13968          0        681      29,75       0,25       18,7       1,01          0          0          0
