Tipo 0
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1         40          0          0          0          0          0          0          0          0
  2         40          0          0          0          0          0          0          0          0
  3         40          0          0          0          0          0          0          0          0
  4         40          0          0          0          0          0          0          0          0
  5         40          0          0          0          0          0          0          0          0
  6         40          0          0          0          0          0          0          0          0
  7         40          0          0          0          0          0          0          0          0
  8         40          0          0          0          0          0          0          0          0
  9         40          0          0          0          0          0          0          0          0
 10         40          0          0          0          0          0          0          0          0
 11         40          0          0          0          0          0          0          0          0
 12         40          0          0          0          0          0          0          0          0
 13         40          0          0          0          0          0          0          0          0
 14         40          0          0          0          0          0          0          0          0
 15         40          0          0          0          0          0          0          0          0
 16         40          0          0          0          0          0          0          0          0
 17         40          0          0          0          0          0          0          0          0
 18         40          0          0          0          0          0          0          0          0
 19         40          0          0          0          0          0          0          0          0
 20         40          0          0          0          0          0          0          0          0
 21         40          0          0          0          0          0          0          0          0
 22         40          0          0          0          0          0          0          0          0
 23         40          0          0          0          0          0          0          0          0
 24         40          0          0          0          0          0          0          0          0
 25         40          0          0          0          0          0          0          0          0
 26         40          0          0          0          0          0          0          0          0
 27         40          0          0          0          0          0          0          0          0
 28         40          0          0          0          0          0          0          0          0
 29         40          0          0          0          0          0          0          0          0
 30         40          0          0          0          0          0          0          0          0
 31         40          0          0          0          0          0          0          0          0
 32         40          0          0          0          0          0          0          0          0
 33         40          0          0          0          0          0          0          0          0
 34         40          0          0          0          0          0          0          0          0
 35         40          0          0          0          0          0          0          0          0
 36         40          0          0          0          0          0          0          0          0
 37         40          0          0          0          0          0          0          0          0
 38         40          0          0          0          0          0          0          0          0
 39         40          0          0          0          0          0          0          0          0
 40         40          0          0          0          0          0          0          0          0
 41         40          0          0          0          0          0          0          0          0
 42         40          0          0          0          0          0          0          0          0
 43         39          1          0          0          0          0          0          0          0
 44         39          1          0          0          0          0          0          0          0
 45         39          1          0          0          0          0          0          0          0
 46         39          1          0          0          0          0          0          0          0
 47         39          1          0          0          0          0          0          0          0
 48         39          1          0          0          0          0          0          0          0
 49         39          1          0          0          0          0          0          0          0
 50         39          1          0          0          0          0          0          0          0
 51         39          1          0          0          0          0          0          0          0
 52         39          1          0          0          0          0          0          0          0
 53         39          1          0          0          0          0          0          0          0
 54         39          1          0          0          0          0          0          0          0
 55         39          1          0          0          0          0          0          0          0
 56         39          1          0          0          0          0          0          0          0
 57         39          1          0          0          0          0          0          0          0
 58         39          1          0          0          0          0          0          0          0
 59         39          0          0          1          0          0          0          0          0
 60         39          0          0          1          0          0          0          0          0
 61         39          0          0          1          0          0          0          0          0
 62         39          0          0          1          0          0          0          0          0
 63         39          0          0          1          0          0          0          0          0
 64         39          0          0          1          0          0          0          0          0
 65         39          0          0          1          0          0          0          0          0
 66         39          0          0          1          0          0          0          0          0
 67         39          0          0          1          0          0          0          0          0
 68         39          0          0          1          0          0          0          0          0
 69         39          0          0          1          0          0          0          0          0
 70         39          0          0          1          0          0          0          0          0
 71         39          0          0          1          0          0          0          0          0
 72         39          0          0          1          0          0          0          0          0
 73         39          0          0          1          0          0          0          0          0
 74         39          0          0          1          0          0          0          0          0
 75         39          0          0          1          0          0          0          0          0
 76         39          0          0          1          0          0          0          0          0
 77         39          0          0          1          0          0          0          0          0
 78         39          0          0          1          0          0          0          0          0
 79         39          0          0          1          0          0          0          0          0
 80         39          0          0          1          0          0          0          0          0
 81         39          0          0          1          0          0          0          0          0
 82         39          0          0          1          0          0          0          0          0
 83         39          0          0          1          0          0          0          0          0
 84         39          0          0          1          0          0          0          0          0
 85         39          0          0          1          0          0          0          0          0
 86         39          0          0          1          0          0          0          0          0
 87         39          0          0          1          0          0          0          0          0
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------

Tipo 1
Día     Sanos  Infectados Importados    Curados Desinmuniz    Muertos Inf.Indire   Enfermos Hospitaliz
--- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ---------- ----------
  1        150          0          0          0          0          0          0          0          0
  2        150          0          0          0          0          0          0          0          0
  3        150          0          0          0          0          0          0          0          0
  4        150          0          0          0          0          0          0          0          0
  5        150          0          0          0          0          0          0          0          0
  6        150          0          0          0          0          0          0          0          0
  7        150          0          0          0          0          0          0          0          0
  8        150          0          0          0          0          0          0          0          0
  9        150          0          0          0          0          0          0          0          0
 10        149          1          0          0          0          0          0          0          0
 11        149          1          0          0          0          0          0          0          0
 12        149          1          0          0          0          0          0          0          0
 13        149          1          0          0          0          0          0          0          0
 14        149          1          0          0          0          0          0          0          0
 15        149          1          0          0          0          0          0          0          0
 16        149          1          0          0          0          0          0          0          0
 17        149          1          0          0          0          0          0          0          0
 18        149          1          0          0          0          0          0          0          0
 19        149          1          0          0          0          0          0          0          0
 20        149          1          0          0          0          0          0          0          0
 21        149          1          0          0          0          0          0          0          0
 22        148          2          0          0          0          0          0          0          0
 23        148          2          0          0          0          0          0          0          0
 24        148          2          0          0          0          0          0          0          0
 25        148          2          0          0          0          0          0          0          0
